date,retail_and_recreation_percent_change_from_baseline_Honduras,grocery_and_pharmacy_percent_change_from_baseline_Honduras,parks_percent_change_from_baseline_Honduras,transit_stations_percent_change_from_baseline_Honduras,workplaces_percent_change_from_baseline_Honduras,residential_percent_change_from_baseline_Honduras
2020-10-23,-33.464285714285715,-9.107142857142858,-26.41860465116279,-37.421052631578945,-24.30188679245283,9.695652173913043
2020-10-24,-37.96551724137931,-15.52,-28.4,-41.04545454545455,-21.470588235294116,8.6
2020-10-25,-41.04,-24.6,-30.095238095238095,-48.92857142857143,-24.307692307692307,5.230769230769231
2020-10-26,-31.23076923076923,-10.038461538461538,-27.564102564102566,-41.15,-25.185185185185187,9.0
2020-10-27,-32.44,-11.958333333333334,-30.31578947368421,-37.529411764705884,-26.98148148148148,8.8
2020-10-28,-32.19230769230769,-15.923076923076923,-34.275,-39.125,-28.07547169811321,7.56
2020-10-29,-32.2962962962963,-10.75,-33.375,-31.88235294117647,-27.09259259259259,7.958333333333333
2020-10-30,-29.678571428571427,-9.48,-30.318181818181817,-33.04761904761905,-23.452830188679247,8.0
2020-10-31,-32.58620689655172,-12.5,-29.333333333333332,-38.0,-21.0,6.6
2020-11-01,-37.64,-21.866666666666667,-28.19047619047619,-41.13333333333333,-23.153846153846153,5.5
2020-11-02,-33.44444444444444,-11.0,-37.63157894736842,-45.89473684210526,-31.61111111111111,8.958333333333334
2020-11-03,-38.81481481481482,-13.96,-42.743589743589745,-44.733333333333334,-33.98148148148148,10.521739130434783
2020-11-04,-55.55172413793103,-31.681818181818183,-55.18604651162791,-59.111111111111114,-46.075471698113205,11.25
2020-11-05,-58.48275862068966,-36.0,-50.5,-65.77777777777777,-53.45283018867924,6.6521739130434785
2020-11-06,-54.1,-31.772727272727273,-51.40425531914894,-59.95238095238095,-45.833333333333336,9.818181818181818
2020-11-07,-48.93333333333333,-24.5,-46.24,-51.76190476190476,-33.19607843137255,9.368421052631579
2020-11-08,-46.111111111111114,-26.4,-39.22222222222222,-52.86666666666667,-26.25,6.416666666666667
2020-11-09,-32.84615384615385,-11.76,-35.951219512195124,-41.45,-31.11111111111111,5.875
2020-11-10,-31.51851851851852,-7.958333333333333,-33.48717948717949,-35.5,-30.203703703703702,5.869565217391305
2020-11-11,-30.73076923076923,-9.76,-35.57142857142857,-39.23529411764706,-30.0188679245283,6.666666666666667
2020-11-12,-32.666666666666664,-11.041666666666666,-34.17948717948718,-39.22222222222222,-29.055555555555557,6.625
2020-11-13,-31.066666666666666,-5.12,-32.86046511627907,-35.9,-25.61111111111111,5.739130434782608
2020-11-14,-31.233333333333334,-5.92,-33.541666666666664,-37.26086956521739,-20.313725490196077,3.9
2020-11-15,-33.07692307692308,-9.4,-33.13636363636363,-42.733333333333334,-16.076923076923077,4.666666666666667
2020-11-16,-27.884615384615383,4.75,-34.0,-39.0,-26.296296296296298,6.869565217391305
2020-11-17,-61.57692307692308,-40.9,-57.90243902439025,-63.05882352941177,-50.2037037037037,12.695652173913043
2020-11-18,-54.892857142857146,-34.27272727272727,-51.904761904761905,-62.705882352941174,-53.58490566037736,9.782608695652174
2020-11-19,-40.93103448275862,-20.32,-41.21951219512195,-51.666666666666664,-35.27777777777778,8.695652173913043
2020-11-20,-39.310344827586206,-18.24,-41.325581395348834,-47.09090909090909,-29.25925925925926,8.909090909090908
2020-11-21,-43.1,-23.458333333333332,-49.395833333333336,-48.30434782608695,-27.0,10.0
2020-11-22,-41.38461538461539,-24.4,-41.25581395348837,-51.72222222222222,-20.384615384615383,7.666666666666667
2020-11-23,-33.76923076923077,-14.44,-38.4,-42.523809523809526,-29.27777777777778,8.08695652173913
2020-11-24,-32.03846153846154,-10.5,-36.486486486486484,-37.55555555555556,-29.40740740740741,7.913043478260869
2020-11-25,-30.576923076923077,-8.48,-38.21951219512195,-38.55555555555556,-28.0188679245283,7.818181818181818
2020-11-26,-31.642857142857142,-8.26086956521739,-36.375,-39.78947368421053,-27.425925925925927,7.217391304347826
2020-11-27,-30.24137931034483,-8.0,-33.95454545454545,-34.1,-24.25925925925926,5.956521739130435
2020-11-28,-31.29032258064516,-11.44,-34.020833333333336,-35.47826086956522,-18.372549019607842,5.2631578947368425
2020-11-29,-29.26923076923077,-11.4,-30.295454545454547,-39.1875,-10.921052631578947,4.0
2020-11-30,-22.74074074074074,-2.576923076923077,-28.394736842105264,-32.95,-23.925925925925927,4.416666666666667
2020-12-01,-26.444444444444443,-2.75,-32.71052631578947,-37.4375,-25.98148148148148,6.708333333333333
2020-12-02,-23.26923076923077,-0.5,-30.675,-34.529411764705884,-24.264150943396228,6.125
2020-12-03,-25.40740740740741,0.8333333333333334,-30.475,-30.61111111111111,-23.925925925925927,5.291666666666667
2020-12-04,-25.620689655172413,-2.814814814814815,-30.209302325581394,-27.0,-21.14814814814815,5.782608695652174
2020-12-05,-26.344827586206897,-8.28,-29.75,-31.217391304347824,-17.03921568627451,3.85
2020-12-06,-24.4,-10.866666666666667,-25.41860465116279,-36.0,-13.205128205128204,2.6666666666666665
2020-12-07,-22.46153846153846,-4.076923076923077,-30.17948717948718,-29.63157894736842,-24.537037037037038,3.84
2020-12-08,-24.692307692307693,-4.791666666666667,-29.842105263157894,-32.1875,-23.14814814814815,6.125
2020-12-09,-23.076923076923077,-1.48,-25.743589743589745,-26.25,-23.60377358490566,6.0
2020-12-10,-24.25925925925926,-1.0740740740740742,-22.153846153846153,-27.5625,-23.75925925925926,6.083333333333333
2020-12-11,-22.51851851851852,-0.3333333333333333,-20.325581395348838,-18.8125,-19.830188679245282,5.913043478260869
2020-12-12,-24.137931034482758,-3.92,-20.2,-23.695652173913043,-15.52,3.5
2020-12-13,-21.28,-5.533333333333333,-10.292682926829269,-22.5,-9.078947368421053,2.4166666666666665
2020-12-14,-17.51851851851852,2.7777777777777777,-19.10810810810811,-23.72222222222222,-21.685185185185187,4.75
2020-12-15,-15.074074074074074,7.6923076923076925,-16.405405405405407,-18.333333333333332,-22.09259259259259,4.25
2020-12-16,-12.518518518518519,10.96,-15.08108108108108,-19.733333333333334,-22.41509433962264,4.083333333333333
2020-12-17,-15.607142857142858,9.653846153846153,-15.421052631578947,-19.357142857142858,-22.74074074074074,4.166666666666667
2020-12-18,-15.620689655172415,7.703703703703703,-13.571428571428571,-9.8125,-19.11111111111111,4.130434782608695
2020-12-19,-17.93103448275862,5.25,-15.953488372093023,-12.7,-13.36734693877551,1.95
2020-12-20,-11.916666666666666,6.333333333333333,-4.2926829268292686,-5.866666666666666,-0.918918918918919,0.3076923076923077
2020-12-21,-7.1923076923076925,17.40740740740741,-9.63888888888889,-11.4,-21.24074074074074,2.2916666666666665
2020-12-22,-6.16,23.44,-7.25,-1.0,-22.25925925925926,1.84
2020-12-23,-3.08,34.24,-1.3243243243243243,4.615384615384615,-22.132075471698112,0.84
2020-12-24,-14.296296296296296,36.0,9.162162162162161,-13.23076923076923,-33.01851851851852,2.4583333333333335
2020-12-25,-67.65517241379311,-61.578947368421055,-35.34090909090909,-68.78571428571429,-72.25925925925925,19.181818181818183
2020-12-26,-31.620689655172413,-11.458333333333334,-20.17391304347826,-29.818181818181817,-28.16,7.631578947368421
2020-12-27,-26.68,-15.533333333333333,-12.404761904761905,-16.928571428571427,-9.08108108108108,4.0
2020-12-28,-13.615384615384615,8.038461538461538,-12.416666666666666,-21.8125,-24.74074074074074,5.5
2020-12-29,-10.583333333333334,14.333333333333334,-5.444444444444445,-9.866666666666667,-24.87037037037037,4.916666666666667
2020-12-30,-4.96,32.84,-0.9459459459459459,-1.1538461538461537,-27.264150943396228,3.92
2020-12-31,-14.555555555555555,34.68,10.277777777777779,-15.692307692307692,-34.111111111111114,3.0833333333333335
2021-01-01,-57.25806451612903,-56.68421052631579,-15.976744186046512,-64.2,-70.96296296296296,16.608695652173914
2021-01-02,-32.96666666666667,-16.04,-16.133333333333333,-30.217391304347824,-36.98039215686274,8.68421052631579
2021-01-03,-33.04,-23.066666666666666,-13.609756097560975,-24.266666666666666,-22.28205128205128,3.8333333333333335
2021-01-04,-20.037037037037038,3.3076923076923075,-17.81081081081081,-25.294117647058822,-24.833333333333332,5.958333333333333
2021-01-05,-23.346153846153847,-0.28,-18.972972972972972,-23.375,-24.37037037037037,6.695652173913044
2021-01-06,-24.26923076923077,-0.52,-21.342105263157894,-26.5625,-23.867924528301888,7.260869565217392
2021-01-07,-27.62962962962963,-2.6666666666666665,-22.894736842105264,-31.75,-24.38888888888889,6.916666666666667
2021-01-08,-25.896551724137932,-3.7037037037037037,-21.954545454545453,-24.0,-21.22641509433962,6.130434782608695
2021-01-09,-32.48275862068966,-12.88,-34.69387755102041,-39.526315789473685,-19.333333333333332,6.842105263157895
2021-01-10,-33.12,-16.933333333333334,-23.41860465116279,-33.125,-17.789473684210527,4.833333333333333
2021-01-11,-22.62962962962963,-1.8461538461538463,-24.81081081081081,-27.842105263157894,-22.40740740740741,4.375
2021-01-12,-25.653846153846153,-6.269230769230769,-27.263157894736842,-28.625,-24.77777777777778,4.833333333333333
2021-01-13,-27.03846153846154,-8.291666666666666,-28.425,-31.055555555555557,-27.660377358490567,3.1666666666666665
2021-01-14,-30.48148148148148,-11.416666666666666,-32.3,-34.44444444444444,-30.333333333333332,3.4166666666666665
2021-01-15,-29.285714285714285,-9.72,-30.477272727272727,-30.63157894736842,-29.641509433962263,3.0
2021-01-16,-36.44827586206897,-17.0,-41.89795918367347,-38.77272727272727,-27.470588235294116,3.8421052631578947
2021-01-17,-37.15384615384615,-21.8,-32.57142857142857,-43.5625,-29.073170731707318,3.6153846153846154
2021-01-18,-29.384615384615383,-9.5,-35.43589743589744,-38.10526315789474,-29.944444444444443,4.083333333333333
2021-01-19,-26.923076923076923,-9.923076923076923,-29.63157894736842,-32.470588235294116,-29.64814814814815,3.2083333333333335
2021-01-20,-27.74074074074074,-10.23076923076923,-32.175,-30.055555555555557,-30.037735849056602,4.173913043478261
2021-01-21,-30.48148148148148,-8.652173913043478,-32.525,-33.8421052631579,-29.444444444444443,4.416666666666667
2021-01-22,-28.25925925925926,-9.074074074074074,-29.636363636363637,-29.166666666666668,-26.166666666666668,4.130434782608695
2021-01-23,-32.827586206896555,-12.84,-33.04255319148936,-35.61904761904762,-23.41176470588235,3.210526315789474
2021-01-24,-34.6,-20.266666666666666,-26.61904761904762,-43.25,-24.973684210526315,2.1666666666666665
2021-01-25,-21.615384615384617,-6.925925925925926,-27.10810810810811,-31.68421052631579,-26.37037037037037,1.875
2021-01-26,-27.0,-10.0,-28.789473684210527,-30.705882352941178,-27.75925925925926,3.125
2021-01-27,-27.5,-9.807692307692308,-29.25,-31.470588235294116,-28.39622641509434,3.75
2021-01-28,-30.074074074074073,-9.461538461538462,-30.225,-36.833333333333336,-29.0,2.48
2021-01-29,-29.433333333333334,-4.88,-28.681818181818183,-28.894736842105264,-25.35185185185185,1.8695652173913044
2021-01-30,-31.4,-6.4,-31.1875,-34.65217391304348,-22.45098039215686,0.05
2021-01-31,-36.2,-17.0,-26.571428571428573,-40.375,-23.256410256410255,0.38461538461538464
2021-02-01,-27.23076923076923,-2.88,-30.025641025641026,-33.78947368421053,-28.27777777777778,-0.4166666666666667
2021-02-02,-26.5,-2.44,-28.18421052631579,-31.764705882352942,-28.203703703703702,0.68
2021-02-03,-26.962962962962962,-5.615384615384615,-27.641025641025642,-32.11764705882353,-27.37735849056604,2.0833333333333335
2021-02-04,-29.555555555555557,-6.708333333333333,-28.5,-37.578947368421055,-28.37037037037037,3.0416666666666665
2021-02-05,-27.392857142857142,-7.153846153846154,-25.34090909090909,-29.36842105263158,-25.14814814814815,2.2916666666666665
2021-02-06,-34.48275862068966,-15.5,-29.085106382978722,-37.391304347826086,-24.470588235294116,2.8421052631578947
2021-02-07,-39.26923076923077,-24.533333333333335,-24.511627906976745,-44.0625,-25.2,2.230769230769231
2021-02-08,-25.46153846153846,-4.0,-26.135135135135137,-36.473684210526315,-27.64814814814815,1.7916666666666667
2021-02-09,-26.346153846153847,-6.5,-26.210526315789473,-32.88235294117647,-27.22222222222222,2.625
2021-02-10,-26.192307692307693,-7.12,-26.625,-34.44444444444444,-27.433962264150942,3.0
2021-02-11,-28.333333333333332,-6.08,-30.333333333333332,-33.55555555555556,-28.59259259259259,1.25
2021-02-12,-25.714285714285715,0.64,-30.272727272727273,-26.42105263157895,-27.14814814814815,-1.1666666666666667
2021-02-13,-30.517241379310345,-4.0,-32.46808510638298,-36.333333333333336,-25.80392156862745,-2.35
2021-02-14,-20.76,-5.533333333333333,-18.390243902439025,-36.0625,-21.435897435897434,-4.615384615384615
2021-02-15,-22.88888888888889,3.076923076923077,-29.875,-31.842105263157894,-28.14814814814815,-2.75
2021-02-16,-24.26923076923077,3.769230769230769,-30.68421052631579,-29.58823529411765,-29.037037037037038,-1.48
2021-02-17,-24.307692307692307,2.3461538461538463,-29.53846153846154,-29.5,-28.537037037037038,-1.44
2021-02-18,-27.333333333333332,3.0,-31.55,-33.166666666666664,-29.11111111111111,-1.6153846153846154
2021-02-19,-27.296296296296298,-0.3076923076923077,-31.045454545454547,-28.65,-26.27777777777778,-0.9166666666666666
2021-02-20,-35.58620689655172,-10.083333333333334,-39.75,-39.583333333333336,-27.137254901960784,0.47619047619047616
2021-02-21,-35.68,-15.666666666666666,-28.41860465116279,-37.0625,-28.26829268292683,-3.0
2021-02-22,-25.333333333333332,-0.38461538461538464,-32.325,-36.31578947368421,-27.24074074074074,-3.125
2021-02-23,-24.576923076923077,-0.36,-30.210526315789473,-30.166666666666668,-27.38888888888889,-1.8
2021-02-24,-25.26923076923077,-0.7307692307692307,-32.95,-30.833333333333332,-28.32075471698113,-0.56
2021-02-25,-27.296296296296298,1.36,-33.19512195121951,-30.705882352941178,-28.87037037037037,-0.5
2021-02-26,-23.814814814814813,1.8928571428571428,-29.627906976744185,-25.31578947368421,-24.74074074074074,-1.6666666666666667
2021-02-27,-26.666666666666668,0.5833333333333334,-29.130434782608695,-29.454545454545453,-23.96078431372549,-3.142857142857143
2021-02-28,-28.76,-7.8,-21.666666666666668,-32.5,-22.804878048780488,-3.769230769230769
2021-03-01,-20.346153846153847,7.148148148148148,-27.82051282051282,-28.36842105263158,-25.51851851851852,-3.0
2021-03-02,-21.04,5.230769230769231,-28.105263157894736,-23.058823529411764,-26.425925925925927,-2.24
2021-03-03,-21.555555555555557,5.115384615384615,-30.41025641025641,-25.22222222222222,-28.18867924528302,-1.32
2021-03-04,-25.11111111111111,1.4814814814814814,-31.0,-29.058823529411764,-28.25925925925926,-1.04
2021-03-05,-22.620689655172413,4.37037037037037,-27.953488372093023,-22.0,-24.814814814814813,-1.5833333333333333
2021-03-06,-27.233333333333334,-1.84,-27.57777777777778,-30.217391304347824,-24.215686274509803,-3.7142857142857144
2021-03-07,-29.615384615384617,-12.266666666666667,-21.642857142857142,-35.733333333333334,-25.525,-3.3846153846153846
2021-03-08,-25.26923076923077,-2.4615384615384617,-34.575,-31.0,-27.51851851851852,-1.4583333333333333
2021-03-09,-24.36,-0.08333333333333333,-31.692307692307693,-27.235294117647058,-27.01851851851852,0.16666666666666666
2021-03-10,-26.0,-0.11538461538461539,-34.707317073170735,-30.166666666666668,-28.20754716981132,0.875
2021-03-11,-24.296296296296298,3.875,-29.105263157894736,-28.22222222222222,-26.40740740740741,-0.2916666666666667
2021-03-12,-21.74074074074074,4.321428571428571,-24.09090909090909,-22.944444444444443,-23.48148148148148,-1.0833333333333333
2021-03-13,-25.066666666666666,1.5416666666666667,-24.88888888888889,-27.09090909090909,-21.19607843137255,-3.0
2021-03-14,-29.68,-12.4375,-12.073170731707316,-40.5625,-22.44736842105263,-5.153846153846154
2021-03-15,-19.46153846153846,7.576923076923077,-28.055555555555557,-30.42105263157895,-26.296296296296298,-1.5416666666666667
2021-03-16,-18.0,12.291666666666666,-24.81578947368421,-22.470588235294116,-25.27777777777778,-1.7692307692307692
2021-03-17,-17.346153846153847,9.884615384615385,-27.102564102564102,-22.058823529411764,-25.28301886792453,-2.1153846153846154
2021-03-18,-19.88888888888889,9.555555555555555,-26.82051282051282,-24.823529411764707,-25.962962962962962,-2.740740740740741
2021-03-19,-14.62962962962963,12.25925925925926,-21.90909090909091,-13.352941176470589,-22.22222222222222,-3.44
2021-03-20,-25.620689655172413,1.04,-28.17391304347826,-25.727272727272727,-22.54901960784314,-2.909090909090909
2021-03-21,-26.8,-9.4,-22.829268292682926,-27.25,-25.70731707317073,-5.384615384615385
2021-03-22,-19.0,7.038461538461538,-25.324324324324323,-26.166666666666668,-23.462962962962962,-2.4
2021-03-23,-18.16,5.88,-24.394736842105264,-19.705882352941178,-24.64814814814815,-2.12
2021-03-24,-18.115384615384617,7.88,-26.972972972972972,-20.6875,-24.79245283018868,-2.076923076923077
2021-03-25,-18.23076923076923,9.73076923076923,-26.342105263157894,-20.5,-25.296296296296298,-2.24
2021-03-26,-15.714285714285714,9.142857142857142,-21.318181818181817,-7.9411764705882355,-21.74074074074074,-2.9583333333333335
2021-03-27,-18.133333333333333,8.958333333333334,-21.622222222222224,-16.666666666666668,-18.686274509803923,-4.909090909090909
2021-03-28,-19.76,-1.8,-11.976190476190476,-16.5,-17.1,-5.615384615384615
2021-03-29,-9.666666666666666,21.708333333333332,-18.02777777777778,-15.470588235294118,-28.462962962962962,-3.04
2021-03-30,-7.086956521739131,24.291666666666668,-14.432432432432432,-4.875,-29.925925925925927,-3.3076923076923075
2021-03-31,-2.0416666666666665,39.88,-7.0,2.4615384615384617,-36.81132075471698,-4.3076923076923075
2021-04-01,-30.115384615384617,10.090909090909092,-5.315789473684211,-35.05263157894737,-63.7962962962963,2.12
2021-04-02,-47.733333333333334,-36.45,-19.825,-63.733333333333334,-72.32075471698113,11.0
2021-04-03,-40.83870967741935,-20.434782608695652,-26.108695652173914,-46.0,-57.9622641509434,5.894736842105263
2021-04-04,-33.68,-20.4,-28.045454545454547,-21.133333333333333,-34.166666666666664,-0.6923076923076923
2021-04-05,-15.76923076923077,12.653846153846153,-27.08108108108108,-19.3125,-23.925925925925927,-1.125
2021-04-06,-17.68,7.846153846153846,-27.45945945945946,-16.705882352941178,-24.12962962962963,-0.5769230769230769
2021-04-07,-19.037037037037038,8.461538461538462,-27.435897435897434,-20.705882352941178,-25.41509433962264,-0.15384615384615385
2021-04-08,-21.53846153846154,9.44,-26.897435897435898,-22.176470588235293,-23.87037037037037,-0.24
2021-04-09,-20.14814814814815,9.153846153846153,-26.022727272727273,-19.72222222222222,-21.09259259259259,-0.3333333333333333
2021-04-10,-24.066666666666666,1.3846153846153846,-26.68888888888889,-24.82608695652174,-19.568627450980394,-2.142857142857143
2021-04-11,-26.115384615384617,-7.875,-20.833333333333332,-28.0625,-23.487179487179485,-4.3076923076923075
2021-04-12,-19.5,8.12,-29.31578947368421,-25.88888888888889,-22.962962962962962,-2.25
2021-04-13,-18.56,9.416666666666666,-25.763157894736842,-22.058823529411764,-23.87037037037037,-1.5384615384615385
2021-04-14,-17.53846153846154,8.6,-27.974358974358974,-21.823529411764707,-25.62264150943396,-0.08
2021-04-15,-16.11111111111111,12.11111111111111,-25.794871794871796,-25.4375,-24.185185185185187,-1.08
2021-04-16,-14.481481481481481,13.26923076923077,-23.113636363636363,-14.61111111111111,-21.12962962962963,-1.3333333333333333
2021-04-17,-19.0,9.458333333333334,-23.866666666666667,-21.476190476190474,-19.45098039215686,-3.1904761904761907
2021-04-18,-19.8,-3.5625,-17.761904761904763,-24.375,-22.375,-3.6923076923076925
2021-04-19,-19.92,7.916666666666667,-30.842105263157894,-30.68421052631579,-39.24074074074074,1.5
2021-04-20,-16.708333333333332,11.041666666666666,-26.972972972972972,-24.0,-22.185185185185187,-1.4615384615384615
2021-04-21,-14.88,11.653846153846153,-26.692307692307693,-18.41176470588235,-24.0188679245283,-0.7307692307692307
2021-04-22,-18.0,11.28,-26.81578947368421,-23.0,-22.962962962962962,-0.64
2021-04-23,-16.14814814814815,9.814814814814815,-23.558139534883722,-15.421052631578947,-19.90740740740741,-0.75
2021-04-24,-20.310344827586206,5.038461538461538,-24.543478260869566,-26.40909090909091,-17.784313725490197,-1.8095238095238095
2021-04-25,-22.48,-4.733333333333333,-18.30952380952381,-25.8,-21.025641025641026,-3.230769230769231
2021-04-26,-15.923076923076923,12.0,-27.42105263157895,-25.36842105263158,-21.35185185185185,-1.375
2021-04-27,-16.6,10.32,-27.405405405405407,-20.88235294117647,-22.40740740740741,-0.6538461538461539
2021-04-28,-16.28,11.64,-26.333333333333332,-20.176470588235293,-23.39622641509434,0.0
2021-04-29,-18.5,12.92,-26.2,-24.352941176470587,-22.925925925925927,-0.28
2021-04-30,-11.814814814814815,17.59259259259259,-21.906976744186046,-11.294117647058824,-18.88888888888889,-2.5833333333333335
2021-05-01,-24.266666666666666,4.695652173913044,-24.155555555555555,-33.34782608695652,-38.27450980392157,0.25
2021-05-02,-20.2,2.2,-17.69047619047619,-20.75,-24.125,-6.461538461538462
2021-05-03,-10.423076923076923,20.166666666666668,-23.25,-20.333333333333332,-22.64814814814815,-3.25
2021-05-04,-11.88,16.16,-23.56756756756757,-17.5,-21.296296296296298,-2.0384615384615383
2021-05-05,-13.32,13.538461538461538,-26.05263157894737,-19.8125,-22.88679245283019,-1.36
2021-05-06,-15.037037037037036,16.125,-26.5,-20.8,-23.14814814814815,-1.0
2021-05-07,-10.37037037037037,20.0,-19.0,-6.823529411764706,-18.425925925925927,-2.0
2021-05-08,-9.433333333333334,19.583333333333332,-14.30232558139535,-5.75,-16.571428571428573,-4.5
2021-05-09,-2.68,17.375,-1.9,-13.6,-12.461538461538462,-8.153846153846153
2021-05-10,-12.653846153846153,15.48,-25.02857142857143,-19.0,-22.64814814814815,-2.8461538461538463
2021-05-11,-14.375,14.76,-23.83783783783784,-15.058823529411764,-22.166666666666668,-0.9615384615384616
2021-05-12,-13.12,14.076923076923077,-25.263157894736842,-16.764705882352942,-24.074074074074073,-0.76
2021-05-13,-16.115384615384617,16.16,-23.333333333333332,-20.764705882352942,-23.333333333333332,-0.6153846153846154
2021-05-14,-13.241379310344827,15.555555555555555,-19.954545454545453,-9.352941176470589,-19.22222222222222,-0.75
2021-05-15,-14.266666666666667,18.68,-19.0,-18.59090909090909,-18.666666666666668,-2.909090909090909
2021-05-16,-16.08,6.3125,-13.380952380952381,-19.9375,-19.975,-4.076923076923077
2021-05-17,-10.2,22.375,-22.257142857142856,-16.842105263157894,-19.27777777777778,-2.52
2021-05-18,-12.375,18.291666666666668,-21.405405405405407,-12.176470588235293,-20.09259259259259,-1.2692307692307692
2021-05-19,-13.0,15.6,-20.94736842105263,-18.0,-20.62264150943396,-0.32
2021-05-20,-14.807692307692308,17.541666666666668,-21.18421052631579,-21.0,-20.48148148148148,-0.8148148148148148
2021-05-21,-12.928571428571429,16.4,-18.813953488372093,-8.5,-15.39622641509434,-0.9166666666666666
2021-05-22,-15.1,15.791666666666666,-17.266666666666666,-18.681818181818183,-13.529411764705882,-2.0952380952380953
2021-05-23,-18.56,1.4666666666666666,-11.666666666666666,-21.571428571428573,-17.512820512820515,-2.1538461538461537
2021-05-24,-12.68,18.84,-19.857142857142858,-19.0,-17.27777777777778,-1.04
2021-05-25,-12.458333333333334,15.52,-19.56756756756757,-14.8125,-17.796296296296298,-1.0384615384615385
2021-05-26,-10.64,18.916666666666668,-17.763157894736842,-14.294117647058824,-18.71698113207547,-0.8076923076923077
2021-05-27,-11.692307692307692,22.291666666666668,-15.394736842105264,-20.294117647058822,-18.444444444444443,-1.8214285714285714
2021-05-28,-5.821428571428571,25.16,-10.642857142857142,-5.411764705882353,-12.962962962962964,-3.2083333333333335
2021-05-29,-8.931034482758621,22.869565217391305,-10.976744186046512,-15.095238095238095,-12.816326530612244,-5.333333333333333
2021-05-30,-10.73076923076923,14.0,-2.4390243902439024,-16.0,-20.0,-5.3076923076923075
2021-05-31,-5.125,24.76923076923077,-11.628571428571428,-11.235294117647058,-14.148148148148149,-4.592592592592593
2021-06-01,-5.76,25.041666666666668,-11.61111111111111,-6.705882352941177,-15.555555555555555,-4.038461538461538
2021-06-02,-4.961538461538462,27.608695652173914,-11.289473684210526,-12.875,-18.09433962264151,-3.230769230769231
2021-06-03,-8.923076923076923,23.130434782608695,-10.763157894736842,-14.0625,-17.85185185185185,-3.037037037037037
2021-06-04,-2.9310344827586206,27.583333333333332,-7.341463414634147,-6.823529411764706,-12.851851851851851,-3.88
2021-06-05,-5.724137931034483,24.541666666666668,-7.795454545454546,-11.523809523809524,-12.938775510204081,-5.181818181818182
2021-06-06,-7.961538461538462,14.066666666666666,-1.975609756097561,-15.571428571428571,-21.4,-6.230769230769231
2021-06-07,-4.583333333333333,25.666666666666668,-13.4,-12.5,-16.203703703703702,-4.769230769230769
2021-06-08,-4.25,24.304347826086957,-10.555555555555555,-12.1875,-15.296296296296296,-4.5
2021-06-09,-3.8,25.0,-12.162162162162161,-12.3125,-17.037735849056602,-4.0
2021-06-10,-9.5,24.08695652173913,-13.72972972972973,-14.4,-17.48148148148148,-3.892857142857143
2021-06-11,-3.5172413793103448,24.75,-9.975609756097562,-4.235294117647059,-14.38888888888889,-4.6
2021-06-12,-9.4,20.333333333333332,-14.333333333333334,-14.15,-17.0,-6.333333333333333
2021-06-13,-9.0,9.875,-5.2926829268292686,-15.3125,-22.525,-6.076923076923077
2021-06-14,-7.0,21.72,-16.085714285714285,-13.117647058823529,-17.88888888888889,-4.384615384615385
2021-06-15,-6.666666666666667,24.166666666666668,-14.486486486486486,-3.8823529411764706,-17.62962962962963,-4.62962962962963
2021-06-16,-4.541666666666667,31.91304347826087,-12.486486486486486,-7.823529411764706,-20.87037037037037,-5.2592592592592595
2021-06-17,-7.52,23.666666666666668,-15.263157894736842,-10.8,-21.796296296296298,-4.814814814814815
2021-06-18,-6.689655172413793,21.77777777777778,-12.880952380952381,-5.833333333333333,-19.11111111111111,-5.24
2021-06-19,-8.89655172413793,19.956521739130434,-13.045454545454545,-12.368421052631579,-20.0,-6.761904761904762
2021-06-20,-8.375,8.75,-8.357142857142858,-11.625,-26.13157894736842,-7.6923076923076925
2021-06-21,-6.84,22.36,-15.657142857142857,-13.11111111111111,-21.64814814814815,-5.68
2021-06-22,-7.666666666666667,19.153846153846153,-13.35135135135135,-10.125,-22.01851851851852,-4.923076923076923
2021-06-23,-5.68,21.708333333333332,-15.405405405405405,-11.470588235294118,-22.41509433962264,-4.6923076923076925
2021-06-24,-8.346153846153847,22.043478260869566,-15.842105263157896,-15.1875,-22.38888888888889,-5.392857142857143
2021-06-25,-4.185185185185185,22.62962962962963,-11.744186046511627,-5.944444444444445,-17.75925925925926,-4.958333333333333
2021-06-26,-7.413793103448276,21.91304347826087,-14.133333333333333,-15.333333333333334,-19.07843137254902,-6.2727272727272725
2021-06-27,-6.88,11.266666666666667,-3.85,-12.785714285714286,-26.829268292682926,-9.153846153846153
2021-06-28,-8.44,20.458333333333332,-18.833333333333332,-14.647058823529411,-20.703703703703702,-7.115384615384615
2021-06-29,-11.6,15.0,-19.83783783783784,-15.352941176470589,-21.703703703703702,-4.3076923076923075
2021-06-30,-3.5384615384615383,28.125,-15.216216216216216,-10.75,-21.11111111111111,-4.038461538461538
2021-07-01,-1.5769230769230769,33.78260869565217,-12.31578947368421,-12.4,-21.074074074074073,-4.962962962962963
2021-07-02,-2.689655172413793,30.458333333333332,-10.0,0.2777777777777778,-17.0,-4.625
2021-07-03,-4.275862068965517,26.625,-11.477272727272727,-11.7,-17.901960784313726,-6.090909090909091
2021-07-04,-8.2,9.866666666666667,-10.395348837209303,-13.923076923076923,-25.82051282051282,-5.230769230769231
2021-07-05,-4.086956521739131,25.208333333333332,-15.54054054054054,-9.705882352941176,-20.12962962962963,-4.72
